DATASET_TITLE	Dwelling Stock by Council Tax Band, 2011												FROM	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011
AREA_TYPE	Super Output Area Lower Layer												TO	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011	Mar-2011
GEO_HIERARCHY	NeSS Geography Hierarchy												HEADING	Dwelling Stock by Council Tax Band; Total	Dwelling Stock by Council Tax Band; Band A	Dwelling Stock by Council Tax Band; Band A	Dwelling Stock by Council Tax Band; Band B	Dwelling Stock by Council Tax Band; Band B	Dwelling Stock by Council Tax Band; Band C	Dwelling Stock by Council Tax Band; Band C	Dwelling Stock by Council Tax Band; Band D	Dwelling Stock by Council Tax Band; Band D	Dwelling Stock by Council Tax Band; Band E	Dwelling Stock by Council Tax Band; Band E	Dwelling Stock by Council Tax Band; Band F	Dwelling Stock by Council Tax Band; Band F	Dwelling Stock by Council Tax Band; Band G	Dwelling Stock by Council Tax Band; Band G	Dwelling Stock by Council Tax Band; Band H	Dwelling Stock by Council Tax Band; Band H	Dwelling Stock by Council Tax Band; Band I	Dwelling Stock by Council Tax Band; Band I	Dwelling Stock by Council Tax Band; Band X; Unallocated	Dwelling Stock by Council Tax Band; Band X; Unallocated
													MEASUREMENT_UNIT	Count	Count	Percentage	Count	Percentage	Count	Percentage	Count	Percentage	Count	Percentage	Count	Percentage	Count	Percentage	Count	Percentage	Count	Percentage	Count	Percentage
													STATISTICAL_UNIT	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings	Dwellings
GOR_CODE	GOR_NAME	CTY_CODE	CTY_NAME	LA_CODE	LA_NAME	FLA_CODE	FLA_NAME	MSOA_CODE	MSOA_NAME	LSOA_CODE	LSOA_NAME	AREA_METADATA		DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE	DATA_VALUE
E12000007	London			E09000002	Barking and Dagenham			E02000020	Barking and Dagenham 019	E01000050	Barking and Dagenham 019C			610	44	7.21	192	31.48	333	54.59	41	6.72	0	0	0	0	0	0	0	0	0	0	0	0
E12000007	London			E09000002	Barking and Dagenham			E02000022	Barking and Dagenham 021	E01000051	Barking and Dagenham 021D			674	562	83.38	111	16.47	0	0	0	0	0	0	0	0	0	0	1	0.15	0	0	0	0
E12000007	London			E09000002	Barking and Dagenham			E02000020	Barking and Dagenham 019	E01000052	Barking and Dagenham 019D			798	33	4.14	93	11.65	662	82.96	10	1.25	0	0	0	0	0	0	0	0	0	0	0	0
E12000007	London			E09000002	Barking and Dagenham			E02000021	Barking and Dagenham 020	E01000053	Barking and Dagenham 020A			661	43	6.51	192	29.05	389	58.85	34	5.14	1	0.15	2	0.3	0	0	0	0	0	0	0	0
E12000007	London			E09000002	Barking and Dagenham			E02000019	Barking and Dagenham 018	E01000054	Barking and Dagenham 018A			657	30	4.57	0	0	617	93.91	9	1.37	0	0	1	0.15	0	0	0	0	0	0	0	0
E12000007	London			E09000002	Barking and Dagenham			E02000019	Barking and Dagenham 018	E01000055	Barking and Dagenham 018B			574	24	4.18	2	0.35	545	94.95	3	0.52	0	0	0	0	0	0	0	0	0	0	0	0
E12000007	London			E09000002	Barking and Dagenham			E02000019	Barking and Dagenham 018	E01000056	Barking and Dagenham 018C			586	7	1.19	25	4.27	504	86.01	44	7.51	5	0.85	0	0	0	0	1	0.17	0	0	0	0
E12000007	London			E09000002	Barking and Dagenham			E02000013	Barking and Dagenham 012	E01000057	Barking and Dagenham 012A			544	37	6.8	23	4.23	479	88.05	5	0.92	0	0	0	0	0	0	0	0	0	0	0	0
E12000007	London			E09000002	Barking and Dagenham			E02000019	Barking and Dagenham 018	E01000058	Barking and Dagenham 018D			696	7	1.01	27	3.88	600	86.21	61	8.76	1	0.14	0	0	0	0	0	0	0	0	0	0
E12000007	London			E09000002	Barking and Dagenham			E02000014	Barking and Dagenham 013	E01000059	Barking and Dagenham 013C			599	26	4.34	16	2.67	551	91.99	6	1	0	0	0	0	0	0	0	0	0	0	0	0
E12000007	London			E09000002	Barking and Dagenham			E02000007	Barking and Dagenham 006	E01000060	Barking and Dagenham 006B			744	96	12.9	225	30.24	421	56.59	2	0.27	0	0	0	0	0	0	0	0	0	0	0	0
E12000007	London			E09000002	Barking and Dagenham			E02000007	Barking and Dagenham 006	E01000061	Barking and Dagenham 006C			675	391	57.93	280	41.48	2	0.3	1	0.15	0	0	0	0	0	0	1	0.15	0	0	0	0
