"","long","lat","order","hole","piece","group","id"
"340",531890.21676169,169482.12071062,4,FALSE,"1","ID49.1","ID49"
"341",530321.31527711,168576.315016166,5,FALSE,"1","ID49.1","ID49"
"342",528752.413792529,169482.12071062,6,FALSE,"1","ID49.1","ID49"
"343",528752.413792529,171293.732099529,7,FALSE,"1","ID49.1","ID49"
"344",531890.21676169,171293.732099529,1,FALSE,"1","ID50.1","ID50"
"345",533459.118246271,172199.537793983,2,FALSE,"1","ID50.1","ID50"
"346",535028.019730851,171293.732099529,3,FALSE,"1","ID50.1","ID50"
"347",535028.019730851,169482.12071062,4,FALSE,"1","ID50.1","ID50"
"348",533459.118246271,168576.315016166,5,FALSE,"1","ID50.1","ID50"
"349",531890.21676169,169482.12071062,6,FALSE,"1","ID50.1","ID50"
"350",531890.21676169,171293.732099529,7,FALSE,"1","ID50.1","ID50"
"351",535028.019730851,171293.732099529,1,FALSE,"1","ID51.1","ID51"
"352",536596.921215431,172199.537793983,2,FALSE,"1","ID51.1","ID51"
"353",538165.822700012,171293.732099529,3,FALSE,"1","ID51.1","ID51"
"354",538165.822700012,169482.12071062,4,FALSE,"1","ID51.1","ID51"
"355",536596.921215431,168576.315016166,5,FALSE,"1","ID51.1","ID51"
"356",535028.019730851,169482.12071062,6,FALSE,"1","ID51.1","ID51"
"357",535028.019730851,171293.732099529,7,FALSE,"1","ID51.1","ID51"
"358",538165.822700012,171293.732099529,1,FALSE,"1","ID52.1","ID52"
"359",539734.724184592,172199.537793983,2,FALSE,"1","ID52.1","ID52"
"360",541303.625669172,171293.732099529,3,FALSE,"1","ID52.1","ID52"
"361",541303.625669172,169482.12071062,4,FALSE,"1","ID52.1","ID52"
"362",539734.724184592,168576.315016166,5,FALSE,"1","ID52.1","ID52"
"363",538165.822700012,169482.12071062,6,FALSE,"1","ID52.1","ID52"
"364",538165.822700012,171293.732099529,7,FALSE,"1","ID52.1","ID52"
"365",541303.625669173,171293.732099529,1,FALSE,"1","ID53.1","ID53"
