"","LSOA01CD","hex","hex.id"
"1838","E01001884",91,"ID91"
"1839","E01001885",75,"ID75"
"1840","E01001886",75,"ID75"
"1841","E01001887",74,"ID74"
"1842","E01001888",74,"ID74"
"1843","E01001889",90,"ID90"
"1844","E01001890",90,"ID90"
"1845","E01001891",74,"ID74"
"1846","E01001892",75,"ID75"
"1847","E01001893",74,"ID74"
"1848","E01001894",89,"ID89"
"1849","E01001895",90,"ID90"
"1850","E01001896",90,"ID90"
"1851","E01001897",90,"ID90"
"1852","E01001898",90,"ID90"
"1853","E01001899",90,"ID90"
"1854","E01001900",90,"ID90"
"1855","E01001901",75,"ID75"
"1856","E01001902",74,"ID74"
"1857","E01001903",90,"ID90"
"1858","E01001904",90,"ID90"
"1859","E01001905",75,"ID75"
"1860","E01001906",74,"ID74"
"1861","E01001907",75,"ID75"
"1862","E01001908",90,"ID90"
"1863","E01001909",75,"ID75"
"1864","E01001910",90,"ID90"
"1865","E01001911",75,"ID75"
"1866","E01001912",91,"ID91"
"1867","E01001913",75,"ID75"
"1868","E01001914",90,"ID90"
"1869","E01001915",74,"ID74"
"1870","E01001916",75,"ID75"
"1871","E01001917",74,"ID74"
"1872","E01001918",75,"ID75"
"1873","E01001919",74,"ID74"
"1874","E01001920",75,"ID75"
"1875","E01001921",75,"ID75"
"1876","E01001922",75,"ID75"
"1877","E01001923",75,"ID75"
"1878","E01001924",75,"ID75"
"1879","E01001925",75,"ID75"
"1880","E01001926",75,"ID75"
"1881","E01001927",89,"ID89"
"1882","E01001928",90,"ID90"
"1883","E01001929",89,"ID89"
"1884","E01001930",89,"ID89"
"1885","E01001931",89,"ID89"
"1886","E01001932",90,"ID90"
"1887","E01001933",74,"ID74"
"1888","E01001934",75,"ID75"
"1889","E01001935",75,"ID75"
"1890","E01001937",75,"ID75"
"1891","E01001938",61,"ID61"
"1892","E01001939",75,"ID75"
"1893","E01001940",106,"ID106"
"1894","E01001941",90,"ID90"
"1895","E01001942",106,"ID106"
"1896","E01001943",90,"ID90"
"1897","E01001944",106,"ID106"
"1898","E01001945",106,"ID106"
"1899","E01001946",107,"ID107"
"1900","E01001947",75,"ID75"
"1901","E01001948",75,"ID75"
"1902","E01001949",75,"ID75"
"1903","E01001950",75,"ID75"
"1904","E01001951",75,"ID75"
"1905","E01001952",75,"ID75"
"1906","E01001953",75,"ID75"
"1907","E01001954",106,"ID106"
"1908","E01001955",106,"ID106"
"1909","E01001956",106,"ID106"
"1910","E01001957",106,"ID106"
"1911","E01001958",106,"ID106"
"1912","E01001959",106,"ID106"
"1913","E01001960",106,"ID106"
"1914","E01001961",106,"ID106"
"1915","E01001962",178,"ID178"
"1916","E01001963",178,"ID178"
"1917","E01001964",179,"ID179"
"1918","E01001965",179,"ID179"
"1919","E01001966",178,"ID178"
"1920","E01001967",178,"ID178"
"1921","E01001968",178,"ID178"
"1922","E01001969",179,"ID179"
"1923","E01001970",179,"ID179"
"1924","E01001971",179,"ID179"
"1925","E01001972",179,"ID179"
"1926","E01001973",178,"ID178"
"1927","E01001974",179,"ID179"
"1928","E01001975",179,"ID179"
"1929","E01001976",180,"ID180"
"1930","E01001977",180,"ID180"
"1931","E01001978",180,"ID180"
"1932","E01001979",180,"ID180"
"1933","E01001980",180,"ID180"
"1934","E01001981",180,"ID180"
"1935","E01001982",180,"ID180"
"1936","E01001983",180,"ID180"
"1937","E01001984",161,"ID161"
"1938","E01001985",161,"ID161"
"1939","E01001986",162,"ID162"
"1940","E01001987",161,"ID161"
"1941","E01001988",161,"ID161"
"1942","E01001989",161,"ID161"
"1943","E01001990",161,"ID161"
"1944","E01001991",178,"ID178"
"1945","E01001992",178,"ID178"
"1946","E01001993",161,"ID161"
"1947","E01001994",160,"ID160"
"1948","E01001995",178,"ID178"
"1949","E01001996",178,"ID178"
"1950","E01001997",161,"ID161"
"1951","E01001998",162,"ID162"
"1952","E01001999",162,"ID162"
"1953","E01002000",161,"ID161"
"1954","E01002001",162,"ID162"
"1955","E01002002",162,"ID162"
"1956","E01002003",179,"ID179"
"1957","E01002004",162,"ID162"
"1958","E01002005",161,"ID161"
"1959","E01002006",161,"ID161"
"1960","E01002007",161,"ID161"
"1961","E01002008",160,"ID160"
"1962","E01002009",160,"ID160"
"1963","E01002010",160,"ID160"
"1964","E01002011",161,"ID161"
"1965","E01002013",161,"ID161"
"1966","E01002014",179,"ID179"
"1967","E01002015",161,"ID161"
"1968","E01002016",162,"ID162"
"1969","E01002017",161,"ID161"
"1970","E01002018",179,"ID179"
"1971","E01002019",161,"ID161"
"1972","E01002020",161,"ID161"
"1973","E01002021",161,"ID161"
"1974","E01002022",161,"ID161"
"1975","E01002023",161,"ID161"
"1976","E01002024",161,"ID161"
"1977","E01002025",161,"ID161"
"1978","E01002026",179,"ID179"
"1979","E01002027",162,"ID162"
"1980","E01002028",179,"ID179"
"1981","E01002029",179,"ID179"
"1982","E01002030",179,"ID179"
"1983","E01002031",179,"ID179"
"1984","E01002032",180,"ID180"
"1985","E01002033",179,"ID179"
"1986","E01002034",180,"ID180"
"1987","E01002036",180,"ID180"
"1988","E01002037",181,"ID181"
"1989","E01002038",180,"ID180"
"1990","E01002039",181,"ID181"
"1991","E01002040",181,"ID181"
"1992","E01002041",180,"ID180"
"1993","E01002042",162,"ID162"
"1994","E01002043",162,"ID162"
"1995","E01002044",162,"ID162"
"1996","E01002045",162,"ID162"
"1997","E01002046",163,"ID163"
"1998","E01002047",162,"ID162"
"1999","E01002048",162,"ID162"
"2000","E01002049",162,"ID162"
"2001","E01002050",163,"ID163"
"2002","E01002051",163,"ID163"
"2003","E01002052",163,"ID163"
"2004","E01002053",163,"ID163"
"2005","E01002054",162,"ID162"
"2006","E01002055",163,"ID163"
"2007","E01002056",144,"ID144"
"2008","E01002057",162,"ID162"
"2009","E01002058",162,"ID162"
"2010","E01002059",162,"ID162"
"2011","E01002060",161,"ID161"
"2012","E01002061",162,"ID162"
"2013","E01002062",162,"ID162"
"2014","E01002063",162,"ID162"
"2015","E01002064",161,"ID161"
"2016","E01002065",162,"ID162"
"2017","E01002066",163,"ID163"
"2018","E01002067",162,"ID162"
"2019","E01002068",163,"ID163"
"2020","E01002069",163,"ID163"
"2021","E01002070",180,"ID180"
"2022","E01002071",163,"ID163"
"2023","E01002072",163,"ID163"
"2024","E01002073",163,"ID163"
"2025","E01002074",181,"ID181"
"2026","E01002075",181,"ID181"
"2027","E01002076",181,"ID181"
"2028","E01002077",180,"ID180"
"2029","E01002078",163,"ID163"
"2030","E01002079",180,"ID180"
"2031","E01002080",163,"ID163"
"2032","E01002081",163,"ID163"
"2033","E01002082",180,"ID180"
"2034","E01002083",162,"ID162"
"2035","E01002084",162,"ID162"
"2036","E01002085",162,"ID162"
"2037","E01002086",180,"ID180"
"2038","E01002087",162,"ID162"
"2039","E01002088",180,"ID180"
"2040","E01002089",180,"ID180"
"2041","E01002090",179,"ID179"
"2042","E01002091",180,"ID180"
"2043","E01002092",180,"ID180"
"2044","E01002093",180,"ID180"
"2045","E01002094",180,"ID180"
"2046","E01002095",180,"ID180"
"2047","E01002096",180,"ID180"
"2048","E01002097",180,"ID180"
"2049","E01002098",179,"ID179"
"2050","E01002099",179,"ID179"
"2051","E01002100",179,"ID179"
"2052","E01002101",179,"ID179"
"2053","E01002102",179,"ID179"
"2054","E01002103",179,"ID179"
"2055","E01002104",180,"ID180"
"2056","E01002105",179,"ID179"
"2057","E01002106",157,"ID157"
"2058","E01002107",175,"ID175"
"2059","E01002108",157,"ID157"
"2060","E01002109",175,"ID175"
"2061","E01002110",175,"ID175"
"2062","E01002111",157,"ID157"
"2063","E01002112",175,"ID175"
"2064","E01002113",175,"ID175"
"2065","E01002114",175,"ID175"
"2066","E01002115",175,"ID175"
"2067","E01002116",175,"ID175"
"2068","E01002117",175,"ID175"
"2069","E01002118",175,"ID175"
"2070","E01002119",175,"ID175"
"2071","E01002120",175,"ID175"
"2072","E01002121",175,"ID175"
"2073","E01002122",158,"ID158"
"2074","E01002123",158,"ID158"
"2075","E01002124",158,"ID158"
"2076","E01002125",158,"ID158"
"2077","E01002126",157,"ID157"
"2078","E01002127",157,"ID157"
"2079","E01002128",157,"ID157"
"2080","E01002129",138,"ID138"
"2081","E01002130",157,"ID157"
"2082","E01002131",157,"ID157"
"2083","E01002132",138,"ID138"
"2084","E01002133",138,"ID138"
"2085","E01002134",138,"ID138"
"2086","E01002135",138,"ID138"
"2087","E01002136",138,"ID138"
"2088","E01002137",138,"ID138"
"2089","E01002138",138,"ID138"
"2090","E01002139",174,"ID174"
"2091","E01002140",174,"ID174"
"2092","E01002141",174,"ID174"
"2093","E01002142",174,"ID174"
"2094","E01002143",174,"ID174"
"2095","E01002144",174,"ID174"
"2096","E01002145",174,"ID174"
"2097","E01002146",173,"ID173"
"2098","E01002147",174,"ID174"
"2099","E01002148",174,"ID174"
"2100","E01002149",173,"ID173"
"2101","E01002150",173,"ID173"
"2102","E01002151",156,"ID156"
"2103","E01002152",156,"ID156"
"2104","E01002153",156,"ID156"
"2105","E01002154",156,"ID156"
"2106","E01002155",156,"ID156"
"2107","E01002156",156,"ID156"
"2108","E01002157",156,"ID156"
"2109","E01002158",156,"ID156"
"2110","E01002159",156,"ID156"
"2111","E01002160",138,"ID138"
"2112","E01002161",156,"ID156"
"2113","E01002162",156,"ID156"
"2114","E01002163",156,"ID156"
"2115","E01002164",157,"ID157"
"2116","E01002165",158,"ID158"
"2117","E01002166",158,"ID158"
"2118","E01002167",158,"ID158"
"2119","E01002168",157,"ID157"
"2120","E01002169",158,"ID158"
"2121","E01002170",157,"ID157"
"2122","E01002171",158,"ID158"
"2123","E01002172",157,"ID157"
"2124","E01002173",157,"ID157"
"2125","E01002174",157,"ID157"
"2126","E01002175",157,"ID157"
"2127","E01002176",157,"ID157"
"2128","E01002177",157,"ID157"
"2129","E01002178",157,"ID157"
"2130","E01002179",157,"ID157"
"2131","E01002180",157,"ID157"
"2132","E01002181",157,"ID157"
"2133","E01002182",157,"ID157"
"2134","E01002183",157,"ID157"
"2135","E01002184",157,"ID157"
"2136","E01002185",155,"ID155"
"2137","E01002186",155,"ID155"
"2138","E01002187",173,"ID173"
"2139","E01002188",156,"ID156"
"2140","E01002189",156,"ID156"
"2141","E01002190",173,"ID173"
"2142","E01002191",137,"ID137"
"2143","E01002192",156,"ID156"
"2144","E01002193",156,"ID156"
"2145","E01002194",156,"ID156"
"2146","E01002195",156,"ID156"
"2147","E01002196",156,"ID156"
"2148","E01002197",157,"ID157"
"2149","E01002198",158,"ID158"
"2150","E01002199",157,"ID157"
"2151","E01002200",158,"ID158"
"2152","E01002201",158,"ID158"
"2153","E01002202",158,"ID158"
"2154","E01002203",175,"ID175"
"2155","E01002204",137,"ID137"
"2156","E01002206",138,"ID138"
"2157","E01002207",137,"ID137"
"2158","E01002208",156,"ID156"
"2159","E01002209",156,"ID156"
"2160","E01002210",137,"ID137"
"2161","E01002211",138,"ID138"
"2162","E01002212",138,"ID138"
"2163","E01002213",138,"ID138"
"2164","E01002214",137,"ID137"
"2165","E01002215",137,"ID137"
"2166","E01002216",137,"ID137"
"2167","E01002217",138,"ID138"
"2168","E01002218",138,"ID138"
"2169","E01002219",138,"ID138"
"2170","E01002220",138,"ID138"
"2171","E01002221",138,"ID138"
"2172","E01002222",120,"ID120"
"2173","E01002223",137,"ID137"
"2174","E01002224",120,"ID120"
"2175","E01002225",175,"ID175"
"2176","E01002226",175,"ID175"
"2177","E01002227",174,"ID174"
"2178","E01002228",175,"ID175"
"2179","E01002229",175,"ID175"
"2180","E01002230",174,"ID174"
"2181","E01002231",157,"ID157"
"2182","E01002232",174,"ID174"
"2183","E01002233",157,"ID157"
"2184","E01002234",156,"ID156"
"2185","E01002235",157,"ID157"
"2186","E01002236",157,"ID157"
"2187","E01002237",138,"ID138"
"2188","E01002238",138,"ID138"
"2189","E01002239",156,"ID156"
"2190","E01002240",138,"ID138"
"2191","E01002241",138,"ID138"
"2192","E01002242",156,"ID156"
"2193","E01002243",168,"ID168"
"2194","E01002244",168,"ID168"
"2195","E01002245",168,"ID168"
"2196","E01002246",168,"ID168"
"2197","E01002247",168,"ID168"
"2198","E01002248",150,"ID150"
"2199","E01002249",150,"ID150"
"2200","E01002250",149,"ID149"
"2201","E01002251",149,"ID149"
"2202","E01002252",152,"ID152"
"2203","E01002253",170,"ID170"
"2204","E01002254",151,"ID151"
"2205","E01002255",151,"ID151"
"2206","E01002256",152,"ID152"
"2207","E01002257",151,"ID151"
"2208","E01002258",170,"ID170"
"2209","E01002259",170,"ID170"
"2210","E01002260",150,"ID150"
"2211","E01002261",150,"ID150"
"2212","E01002262",150,"ID150"
"2213","E01002263",133,"ID133"
"2214","E01002264",133,"ID133"
"2215","E01002265",133,"ID133"
"2216","E01002266",132,"ID132"
"2217","E01002267",133,"ID133"
"2218","E01002268",169,"ID169"
"2219","E01002269",169,"ID169"
"2220","E01002270",169,"ID169"
"2221","E01002271",169,"ID169"
"2222","E01002272",169,"ID169"
"2223","E01002273",151,"ID151"
"2224","E01002274",169,"ID169"
"2225","E01002275",151,"ID151"
"2226","E01002276",187,"ID187"
"2227","E01002277",187,"ID187"
"2228","E01002278",187,"ID187"
"2229","E01002279",187,"ID187"
"2230","E01002280",186,"ID186"
"2231","E01002281",187,"ID187"
"2232","E01002282",187,"ID187"
"2233","E01002283",187,"ID187"
"2234","E01002284",186,"ID186"
"2235","E01002285",133,"ID133"
"2236","E01002286",150,"ID150"
"2237","E01002287",150,"ID150"
"2238","E01002288",133,"ID133"
"2239","E01002289",151,"ID151"
"2240","E01002290",151,"ID151"
"2241","E01002291",150,"ID150"
"2242","E01002292",151,"ID151"
"2243","E01002293",169,"ID169"
"2244","E01002294",169,"ID169"
"2245","E01002295",169,"ID169"
"2246","E01002296",187,"ID187"
"2247","E01002297",187,"ID187"
"2248","E01002298",187,"ID187"
"2249","E01002299",187,"ID187"
"2250","E01002300",187,"ID187"
"2251","E01002301",185,"ID185"
"2252","E01002302",185,"ID185"
"2253","E01002303",186,"ID186"
"2254","E01002304",186,"ID186"
"2255","E01002305",185,"ID185"
"2256","E01002306",185,"ID185"
"2257","E01002307",185,"ID185"
"2258","E01002308",185,"ID185"
"2259","E01002309",186,"ID186"
"2260","E01002310",169,"ID169"
"2261","E01002311",186,"ID186"
"2262","E01002312",186,"ID186"
"2263","E01002313",186,"ID186"
"2264","E01002314",186,"ID186"
"2265","E01002315",186,"ID186"
"2266","E01002316",186,"ID186"
"2267","E01002317",150,"ID150"
"2268","E01002318",150,"ID150"
"2269","E01002319",150,"ID150"
"2270","E01002320",150,"ID150"
"2271","E01002321",150,"ID150"
"2272","E01002322",150,"ID150"
"2273","E01002323",150,"ID150"
"2274","E01002324",150,"ID150"
"2275","E01002325",168,"ID168"
"2276","E01002326",185,"ID185"
"2277","E01002327",168,"ID168"
"2278","E01002328",168,"ID168"
"2279","E01002329",168,"ID168"
"2280","E01002330",168,"ID168"
"2281","E01002331",185,"ID185"
"2282","E01002332",185,"ID185"
"2283","E01002333",168,"ID168"
"2284","E01002334",168,"ID168"
"2285","E01002335",168,"ID168"
"2286","E01002336",168,"ID168"
"2287","E01002337",169,"ID169"
"2288","E01002338",168,"ID168"
"2289","E01002339",168,"ID168"
"2290","E01002340",168,"ID168"
"2291","E01002341",186,"ID186"
"2292","E01002342",116,"ID116"
"2293","E01002343",133,"ID133"
"2294","E01002344",116,"ID116"
"2295","E01002345",116,"ID116"
"2296","E01002346",116,"ID116"
"2297","E01002347",116,"ID116"
"2298","E01002348",133,"ID133"
"2299","E01002349",133,"ID133"
"2300","E01002350",150,"ID150"
"2301","E01002351",150,"ID150"
"2302","E01002352",150,"ID150"
"2303","E01002353",168,"ID168"
"2304","E01002354",168,"ID168"
"2305","E01002355",169,"ID169"
"2306","E01002356",168,"ID168"
"2307","E01002358",168,"ID168"
"2308","E01002359",151,"ID151"
"2309","E01002360",151,"ID151"
"2310","E01002361",150,"ID150"
"2311","E01002362",151,"ID151"
"2312","E01002363",150,"ID150"
"2313","E01002364",150,"ID150"
"2314","E01002365",150,"ID150"
"2315","E01002366",150,"ID150"
"2316","E01002367",169,"ID169"
"2317","E01002368",132,"ID132"
"2318","E01002369",132,"ID132"
"2319","E01002370",132,"ID132"
"2320","E01002371",132,"ID132"
"2321","E01002372",133,"ID133"
"2322","E01002373",132,"ID132"
"2323","E01002374",133,"ID133"
"2324","E01002375",132,"ID132"
"2325","E01002376",169,"ID169"
"2326","E01002377",169,"ID169"
"2327","E01002378",169,"ID169"
"2328","E01002379",169,"ID169"
"2329","E01002380",169,"ID169"
"2330","E01002381",169,"ID169"
"2331","E01002382",169,"ID169"
"2332","E01002383",169,"ID169"
"2333","E01002384",151,"ID151"
"2334","E01002385",134,"ID134"
"2335","E01002386",151,"ID151"
"2336","E01002387",151,"ID151"
"2337","E01002388",151,"ID151"
"2338","E01002389",151,"ID151"
"2339","E01002390",151,"ID151"
"2340","E01002391",152,"ID152"
"2341","E01002392",119,"ID119"
"2342","E01002393",103,"ID103"
"2343","E01002394",103,"ID103"
"2344","E01002395",103,"ID103"
"2345","E01002396",103,"ID103"
"2346","E01002397",102,"ID102"
"2347","E01002398",103,"ID103"
"2348","E01002399",103,"ID103"
"2349","E01002400",102,"ID102"
"2350","E01002401",102,"ID102"
"2351","E01002402",102,"ID102"
"2352","E01002403",102,"ID102"
"2353","E01002404",102,"ID102"
"2354","E01002405",102,"ID102"
"2355","E01002406",86,"ID86"
"2356","E01002407",86,"ID86"
"2357","E01002408",102,"ID102"
"2358","E01002409",102,"ID102"
"2359","E01002410",102,"ID102"
"2360","E01002411",101,"ID101"
"2361","E01002412",102,"ID102"
"2362","E01002413",101,"ID101"
"2363","E01002414",118,"ID118"
"2364","E01002415",137,"ID137"
"2365","E01002416",137,"ID137"
"2366","E01002417",137,"ID137"
"2367","E01002418",137,"ID137"
"2368","E01002419",137,"ID137"
"2369","E01002420",137,"ID137"
"2370","E01002421",137,"ID137"
"2371","E01002422",119,"ID119"
"2372","E01002423",102,"ID102"
"2373","E01002424",119,"ID119"
"2374","E01002425",119,"ID119"
"2375","E01002426",102,"ID102"
"2376","E01002427",102,"ID102"
"2377","E01002428",119,"ID119"
"2378","E01002429",119,"ID119"
"2379","E01002430",155,"ID155"
"2380","E01002431",137,"ID137"
"2381","E01002432",137,"ID137"
"2382","E01002433",155,"ID155"
"2383","E01002434",136,"ID136"
"2384","E01002435",155,"ID155"
"2385","E01002436",155,"ID155"
"2386","E01002437",155,"ID155"
"2387","E01002438",171,"ID171"
"2388","E01002439",171,"ID171"
"2389","E01002440",154,"ID154"
"2390","E01002441",153,"ID153"
"2391","E01002442",153,"ID153"
"2392","E01002443",86,"ID86"
"2393","E01002444",NA,"IDNA"
"2394","E01002445",85,"ID85"
"2395","E01002446",85,"ID85"
"2396","E01002447",85,"ID85"
"2397","E01002448",86,"ID86"
"2398","E01002449",70,"ID70"
"2399","E01002450",119,"ID119"
"2400","E01002451",118,"ID118"
"2401","E01002452",118,"ID118"
"2402","E01002453",118,"ID118"
"2403","E01002454",118,"ID118"
"2404","E01002455",102,"ID102"
"2405","E01002456",118,"ID118"
"2406","E01002457",118,"ID118"
"2407","E01002458",136,"ID136"
"2408","E01002459",136,"ID136"
"2409","E01002460",136,"ID136"
"2410","E01002461",135,"ID135"
"2411","E01002462",136,"ID136"
"2412","E01002463",118,"ID118"
"2413","E01002464",136,"ID136"
"2414","E01002465",136,"ID136"
"2415","E01002466",137,"ID137"
"2416","E01002467",136,"ID136"
"2417","E01002468",137,"ID137"
"2418","E01002469",137,"ID137"
"2419","E01002470",136,"ID136"
"2420","E01002471",137,"ID137"
"2421","E01002472",172,"ID172"
"2422","E01002473",172,"ID172"
"2423","E01002474",155,"ID155"
"2424","E01002475",172,"ID172"
"2425","E01002476",172,"ID172"
"2426","E01002477",172,"ID172"
"2427","E01002478",172,"ID172"
"2428","E01002479",155,"ID155"
"2429","E01002480",155,"ID155"
"2430","E01002481",155,"ID155"
"2431","E01002482",173,"ID173"
"2432","E01002483",155,"ID155"
"2433","E01002484",155,"ID155"
"2434","E01002485",155,"ID155"
"2435","E01002486",85,"ID85"
"2436","E01002487",86,"ID86"
"2437","E01002488",86,"ID86"
"2438","E01002489",86,"ID86"
"2439","E01002490",86,"ID86"
"2440","E01002491",86,"ID86"
"2441","E01002492",86,"ID86"
"2442","E01002493",86,"ID86"
"2443","E01002494",136,"ID136"
"2444","E01002495",137,"ID137"
"2445","E01002496",137,"ID137"
"2446","E01002497",137,"ID137"
"2447","E01002498",137,"ID137"
"2448","E01002499",119,"ID119"
"2449","E01002501",103,"ID103"
"2450","E01002502",103,"ID103"
"2451","E01002503",103,"ID103"
"2452","E01002504",102,"ID102"
"2453","E01002505",103,"ID103"
"2454","E01002506",86,"ID86"
"2455","E01002507",86,"ID86"
"2456","E01002508",103,"ID103"
"2457","E01002509",118,"ID118"
"2458","E01002511",118,"ID118"
"2459","E01002512",118,"ID118"
"2460","E01002513",118,"ID118"
"2461","E01002514",118,"ID118"
"2462","E01002515",118,"ID118"
"2463","E01002516",118,"ID118"
"2464","E01002518",101,"ID101"
"2465","E01002519",101,"ID101"
"2466","E01002520",NA,"IDNA"
"2467","E01002521",118,"ID118"
"2468","E01002523",118,"ID118"
"2469","E01002525",85,"ID85"
"2470","E01002526",85,"ID85"
"2471","E01002527",85,"ID85"
"2472","E01002528",85,"ID85"
"2473","E01002529",85,"ID85"
"2474","E01002530",85,"ID85"
"2475","E01002531",101,"ID101"
"2476","E01002532",85,"ID85"
"2477","E01002533",136,"ID136"
"2478","E01002534",136,"ID136"
"2479","E01002535",136,"ID136"
"2480","E01002536",136,"ID136"
"2481","E01002537",136,"ID136"
"2482","E01002538",154,"ID154"
"2483","E01002539",136,"ID136"
"2484","E01002540",103,"ID103"
"2485","E01002541",103,"ID103"
"2486","E01002542",103,"ID103"
"2487","E01002543",103,"ID103"
"2488","E01002544",103,"ID103"
"2489","E01002545",103,"ID103"
"2490","E01002546",103,"ID103"
"2491","E01002547",103,"ID103"
"2492","E01002548",101,"ID101"
"2493","E01002549",102,"ID102"
"2494","E01002550",101,"ID101"
"2495","E01002551",102,"ID102"
"2496","E01002552",101,"ID101"
"2497","E01002553",101,"ID101"
"2498","E01002554",101,"ID101"
"2499","E01002555",70,"ID70"
"2500","E01002556",56,"ID56"
"2501","E01002557",56,"ID56"
"2502","E01002558",56,"ID56"
"2503","E01002559",56,"ID56"
"2504","E01002560",56,"ID56"
"2505","E01002561",56,"ID56"
"2506","E01002562",89,"ID89"
"2507","E01002563",88,"ID88"
"2508","E01002564",88,"ID88"
"2509","E01002565",88,"ID88"
"2510","E01002566",89,"ID89"
"2511","E01002567",88,"ID88"
"2512","E01002568",73,"ID73"
"2513","E01002569",74,"ID74"
"2514","E01002570",89,"ID89"
"2515","E01002571",74,"ID74"
"2516","E01002572",74,"ID74"
"2517","E01002573",89,"ID89"
"2518","E01002574",89,"ID89"
"2519","E01002575",74,"ID74"
"2520","E01002576",89,"ID89"
"2521","E01002577",89,"ID89"
"2522","E01002578",74,"ID74"
"2523","E01002579",74,"ID74"
"2524","E01002580",89,"ID89"
"2525","E01002581",89,"ID89"
"2526","E01002582",89,"ID89"
"2527","E01002583",71,"ID71"
"2528","E01002584",71,"ID71"
"2529","E01002585",71,"ID71"
"2530","E01002586",71,"ID71"
"2531","E01002587",71,"ID71"
"2532","E01002588",71,"ID71"
"2533","E01002589",71,"ID71"
"2534","E01002590",56,"ID56"
"2535","E01002591",57,"ID57"
"2536","E01002592",56,"ID56"
"2537","E01002593",56,"ID56"
"2538","E01002594",56,"ID56"
"2539","E01002595",56,"ID56"
"2540","E01002596",56,"ID56"
"2541","E01002598",56,"ID56"
"2542","E01002599",56,"ID56"
"2543","E01002600",56,"ID56"
"2544","E01002601",56,"ID56"
"2545","E01002602",56,"ID56"
"2546","E01002603",56,"ID56"
"2547","E01002604",57,"ID57"
"2548","E01002605",57,"ID57"
"2549","E01002606",57,"ID57"
"2550","E01002607",57,"ID57"
"2551","E01002608",43,"ID43"
"2552","E01002609",43,"ID43"
"2553","E01002610",43,"ID43"
"2554","E01002611",57,"ID57"
"2555","E01002612",56,"ID56"
"2556","E01002613",57,"ID57"
"2557","E01002614",56,"ID56"
"2558","E01002615",56,"ID56"
"2559","E01002616",56,"ID56"
"2560","E01002617",43,"ID43"
"2561","E01002618",87,"ID87"
"2562","E01002619",87,"ID87"
"2563","E01002620",87,"ID87"
"2564","E01002621",71,"ID71"
"2565","E01002622",71,"ID71"
"2566","E01002623",71,"ID71"
"2567","E01002624",71,"ID71"
"2568","E01002625",87,"ID87"
"2569","E01002626",87,"ID87"
"2570","E01002627",87,"ID87"
"2571","E01002628",87,"ID87"
"2572","E01002629",72,"ID72"
"2573","E01002630",72,"ID72"
"2574","E01002631",87,"ID87"
"2575","E01002632",87,"ID87"
"2576","E01002633",86,"ID86"
"2577","E01002634",71,"ID71"
"2578","E01002635",71,"ID71"
"2579","E01002636",71,"ID71"
"2580","E01002637",87,"ID87"
"2581","E01002638",87,"ID87"
"2582","E01002639",72,"ID72"
"2583","E01002640",72,"ID72"
"2584","E01002641",72,"ID72"
"2585","E01002642",72,"ID72"
"2586","E01002643",72,"ID72"
"2587","E01002645",72,"ID72"
"2588","E01002646",71,"ID71"
"2589","E01002647",71,"ID71"
"2590","E01002648",72,"ID72"
"2591","E01002649",72,"ID72"
"2592","E01002650",71,"ID71"
"2593","E01002651",57,"ID57"
"2594","E01002652",57,"ID57"
"2595","E01002653",72,"ID72"
"2596","E01002654",72,"ID72"
"2597","E01002655",72,"ID72"
"2598","E01002656",72,"ID72"
"2599","E01002657",72,"ID72"
"2600","E01002658",72,"ID72"
"2601","E01002659",72,"ID72"
"2602","E01002660",71,"ID71"
"2603","E01002661",71,"ID71"
"2604","E01002662",72,"ID72"
"2605","E01002663",71,"ID71"
"2606","E01002664",71,"ID71"
"2607","E01002665",71,"ID71"
"2608","E01002666",71,"ID71"
"2609","E01002667",73,"ID73"
"2610","E01002668",72,"ID72"
"2611","E01002669",72,"ID72"
"2612","E01002670",72,"ID72"
"2613","E01002671",73,"ID73"
"2614","E01002672",58,"ID58"
"2615","E01002673",72,"ID72"
"2616","E01002674",72,"ID72"
"2617","E01002675",72,"ID72"
"2618","E01002676",72,"ID72"
"2619","E01002677",72,"ID72"
"2620","E01002678",88,"ID88"
"2621","E01002679",88,"ID88"
"2622","E01002680",72,"ID72"
"2623","E01002681",73,"ID73"
"2624","E01002682",73,"ID73"
"2625","E01002683",72,"ID72"
"2626","E01002684",73,"ID73"
"2627","E01002686",88,"ID88"
"2628","E01002687",89,"ID89"
"2629","E01002689",89,"ID89"
"2630","E01002690",89,"ID89"
"2631","E01002691",89,"ID89"
"2632","E01002692",89,"ID89"
"2633","E01002693",89,"ID89"
"2634","E01002694",125,"ID125"
"2635","E01002695",126,"ID126"
"2636","E01002696",126,"ID126"
"2637","E01002697",125,"ID125"
"2638","E01002698",126,"ID126"
"2639","E01002699",126,"ID126"
"2640","E01002700",143,"ID143"
"2641","E01002701",126,"ID126"
"2642","E01002702",126,"ID126"
"2643","E01002703",126,"ID126"
"2644","E01002704",110,"ID110"
"2645","E01002706",110,"ID110"
"2646","E01002707",126,"ID126"
"2647","E01002708",126,"ID126"
"2648","E01002709",125,"ID125"
"2649","E01002710",125,"ID125"
"2650","E01002711",109,"ID109"
"2651","E01002712",143,"ID143"
"2652","E01002713",143,"ID143"
"2653","E01002714",125,"ID125"
"2654","E01002715",109,"ID109"
"2655","E01002716",127,"ID127"
"2656","E01002717",126,"ID126"
"2657","E01002718",127,"ID127"
"2658","E01002719",127,"ID127"
"2659","E01002720",126,"ID126"
