"","LSOA01CD","hex","hex.id"
"1815","E01001861",106,"ID106"
"1816","E01001862",90,"ID90"
"1817","E01001863",106,"ID106"
"1818","E01001864",106,"ID106"
"1819","E01001865",89,"ID89"
"1820","E01001866",107,"ID107"
"1821","E01001867",90,"ID90"
"1822","E01001868",75,"ID75"
"1823","E01001869",90,"ID90"
"1824","E01001870",90,"ID90"
"1825","E01001871",91,"ID91"
"1826","E01001872",90,"ID90"
"1827","E01001873",90,"ID90"
"1828","E01001874",106,"ID106"
"1829","E01001875",106,"ID106"
"1830","E01001876",106,"ID106"
"1831","E01001877",122,"ID122"
"1832","E01001878",106,"ID106"
"1833","E01001879",90,"ID90"
"1834","E01001880",91,"ID91"
"1835","E01001881",90,"ID90"
"1836","E01001882",75,"ID75"
"1837","E01001883",75,"ID75"
